time,response_code,birth_year,postal_code,lat,long,city,ine_code
"2017-09-26 15:41:44,042",OK,1982,08004,41.3722574,2.1585314,Barcelona,08019
"2017-09-26 15:41:44,236",OK,1989,17190,41.97006469999999,2.7929203,Salt,17155
"2017-09-26 15:41:44,835",BAD_DATE,,,,,,
"2017-09-26 15:41:44,864",BAD_DATE,,,,,,
"2017-09-26 15:41:45,289",NO_3_DATA,,,,,,
"2017-09-26 15:41:45,973",OK,1975,08221,41.561125,2.0150758,Terrassa,08279
"2017-09-26 15:41:46,398",NO_3_DATA,,,,,,
"2017-09-26 15:41:46,515",OK,1991,08025,41.40830760000001,2.1720423,Barcelona,08019
"2017-09-26 15:41:46,669",NO_3_DATA,,,,,,
"2017-09-26 15:41:47,042",NO_3_DATA,,,,,,
"2017-09-26 15:41:47,185",NO_3_DATA,,,,,,
"2017-09-26 15:41:47,811",NO_3_DATA,,,,,,
"2017-09-26 15:41:48,955",NO_3_DATA,,,,,,
"2017-09-26 15:41:49,252",NO_3_DATA,,,,,,
"2017-09-26 15:41:50,261",NO_3_DATA,,,,,,
"2017-09-26 15:41:51,100",NO_3_DATA,,,,,,
"2017-09-26 15:41:52,832",NO_3_DATA,,,,,,
"2017-09-26 15:41:53,112",NO_3_DATA,,,,,,
"2017-09-26 15:41:53,223",NO_3_DATA,,,,,,
"2017-09-26 15:41:53,260",NOT_FOUND,,,,,,
"2017-09-26 15:41:53,291",NO_3_DATA,,,,,,
"2017-09-26 15:41:54,217",NO_3_DATA,,,,,,
"2017-09-26 15:41:56,089",OK,1953,08859,41.3154028,1.900155,Begues,08020
"2017-09-26 15:41:56,588",NOT_FOUND,,,,,,
"2017-09-26 15:41:57,628",NO_3_DATA,,,,,,
"2017-09-26 15:41:58,789",NO_3_DATA,,,,,,
"2017-09-26 15:41:58,827",NO_3_DATA,,,,,,
"2017-09-26 15:41:59,405",NOT_FOUND,,,,,,
"2017-09-26 15:42:00,493",OK,1964,08197,41.4582155,2.0420152,Sant Cugat del Vallès,08205
"2017-09-26 15:42:00,986",OK,1961,08202,41.5565589,2.1302944,Sabadell,08187
"2017-09-26 15:42:01,197",NO_3_DATA,,,,,,
"2017-09-26 15:42:01,485",BAD_DATE,,,,,,
"2017-09-26 15:42:02,041",NO_3_DATA,,,,,,
"2017-09-26 15:42:03,700",NO_3_DATA,,,,,,
"2017-09-26 15:42:04,623",OK,1986,08240,41.6986126,1.8440259,Manresa,08113
"2017-09-26 15:42:05,606",OK,1987,25300,41.6453837,1.1448981,Tàrrega,25217
"2017-09-26 15:42:08,526",NO_3_DATA,,,,,,
"2017-09-26 15:42:08,640",NO_3_DATA,,,,,,
"2017-09-26 15:42:08,842",NO_3_DATA,,,,,,
"2017-09-26 15:42:09,413",OK,1929,08191,41.49364569999999,2.0175242,Rubí,08184
"2017-09-26 15:42:09,826",NO_3_DATA,,,,,,
"2017-09-26 15:42:09,870",NO_3_DATA,,,,,,
"2017-09-26 15:42:09,905",NO_3_DATA,,,,,,
"2017-09-26 15:42:10,187",NO_3_DATA,,,,,,
"2017-09-26 15:42:10,406",NO_3_DATA,,,,,,
"2017-09-26 15:42:10,563",OK,1982,25126,41.789253,0.5352355999999999,Almenar,25021
"2017-09-26 15:42:11,764",NO_3_DATA,,,,,,
"2017-09-26 15:42:11,810",NO_3_DATA,,,,,,
"2017-09-26 15:42:12,097",NO_3_DATA,,,,,,
"2017-09-26 15:42:12,129",NO_3_DATA,,,,,,
"2017-09-26 15:42:13,143",OK,1965,08500,41.9273762,2.2531929,Vic,08298
"2017-09-26 15:42:13,748",NO_3_DATA,,,,,,
"2017-09-26 15:42:14,134",NO_3_DATA,,,,,,
"2017-09-26 15:42:14,685",OK,1994,08191,41.49364569999999,2.0175242,Rubí,08184
"2017-09-26 15:42:15,048",NOT_FOUND,,,,,,
"2017-09-26 15:42:17,083",OK,1981,08024,41.41231519999999,2.1585314,Barcelona,08019
"2017-09-26 15:42:18,067",OK,1962,17300,41.69222,2.7829605,Blanes,17023
"2017-09-26 15:42:18,095",NO_3_DATA,,,,,,
"2017-09-26 15:42:18,221",NOT_FOUND,,,,,,
"2017-09-26 15:42:18,349",OK,1966,08500,41.9273762,2.2531929,Vic,08298
"2017-09-26 15:42:18,450",OK,1980,43800,41.284232,1.2409799,Valls,43161
"2017-09-26 15:42:19,064",NO_3_DATA,,,,,,
"2017-09-26 15:42:19,374",OK,1959,08859,41.3154028,1.900155,Begues,08020
"2017-09-26 15:42:19,727",OK,1994,17600,42.2720326,2.9625587,Figueres,17066
"2017-09-26 15:42:21,668",NO_3_DATA,,,,,,
"2017-09-26 15:42:21,832",NO_3_DATA,,,,,,
"2017-09-26 15:42:22,077",NO_3_DATA,,,,,,
"2017-09-26 15:42:22,651",NO_3_DATA,,,,,,
"2017-09-26 15:42:22,895",OK,1982,08192,41.5276681,2.0714223,Sant Quirze del Vallès,08238
"2017-09-26 15:42:23,159",NO_3_DATA,,,,,,
"2017-09-26 15:42:23,249",NO_3_DATA,,,,,,
"2017-09-26 15:42:25,120",OK,1985,08394,41.5789778,2.5049414,Sant Vicenç de Montalt,08264
"2017-09-26 15:42:25,976",OK,1979,08023,41.4125897,2.1437968,Barcelona,08019
"2017-09-26 15:42:26,130",NO_3_DATA,,,,,,
"2017-09-26 15:42:26,831",NO_3_DATA,,,,,,
"2017-09-26 15:42:27,085",OK,1965,17401,41.8232432,2.4900943,Arbúcies,17009
"2017-09-26 15:42:27,629",NO_3_DATA,,,,,,
"2017-09-26 15:42:28,288",OK,1975,17241,41.9589382,2.842751,Quart,17142
"2017-09-26 15:42:28,530",NO_3_DATA,,,,,,
"2017-09-26 15:42:29,230",OK,1994,08223,41.5509681,2.0248701,Terrassa,08279
"2017-09-26 15:42:31,046",NO_3_DATA,,,,,,
"2017-09-26 15:42:32,087",BAD_DATE,,,,,,
"2017-09-26 15:42:33,083",NO_3_DATA,,,,,,
"2017-09-26 15:42:34,404",NO_3_DATA,,,,,,
"2017-09-26 15:42:36,034",NO_3_DATA,,,,,,
"2017-09-26 15:42:36,165",NO_3_DATA,,,,,,
"2017-09-26 15:42:37,390",OK,1986,08024,41.41231519999999,2.1585314,Barcelona,08019
"2017-09-26 15:42:37,563",OK,1993,08440,41.641945,2.3566861,Cànoves i Samalús,08042
"2017-09-26 15:42:38,805",NOT_FOUND,,,,,,
"2017-09-26 15:42:40,188",OK,1998,25163,41.4240481,0.7105267,"Soleràs, El",25206
"2017-09-26 15:42:40,797",NO_3_DATA,,,,,,
"2017-09-26 15:42:40,931",NOT_FOUND,,,,,,
"2017-09-26 15:42:41,311",NO_3_DATA,,,,,,
"2017-09-26 15:42:41,688",NO_3_DATA,,,,,,
"2017-09-26 15:42:42,379",OK,1980,17600,42.2720326,2.9625587,Figueres,17066
"2017-09-26 15:42:42,862",NO_3_DATA,,,,,,
"2017-09-26 15:42:43,069",NO_3_DATA,,,,,,
"2017-09-26 15:42:43,924",NO_3_DATA,,,,,,
"2017-09-26 15:42:44,405",NO_3_DATA,,,,,,
"2017-09-26 15:42:45,206",NOT_FOUND,,,,,,
"2017-09-26 15:42:46,078",NO_3_DATA,,,,,,
"2017-09-26 15:42:46,223",OK,1974,08015,41.378633,2.1523914,Barcelona,08019
"2017-09-26 15:42:46,674",NO_3_DATA,,,,,,
"2017-09-26 15:42:49,451",NOT_FOUND,,,,,,
"2017-09-26 15:42:49,747",OK,1977,08440,41.641945,2.3566861,Cànoves i Samalús,08042
"2017-09-26 15:42:49,776",NO_3_DATA,,,,,,
"2017-09-26 15:42:51,681",NO_3_DATA,,,,,,
"2017-09-26 15:42:52,055",NO_3_DATA,,,,,,
"2017-09-26 15:42:52,168",OK,1989,43005,41.119649,1.2397775,Tarragona,43148
"2017-09-26 15:42:52,978",OK,1965,08734,41.3181561,1.7246856,Avinyonet del Penedès,08013
"2017-09-26 15:42:53,063",NOT_FOUND,,,,,,
"2017-09-26 15:42:53,385",OK,1973,25003,41.6157873,0.6097589,Lleida,25120
"2017-09-26 15:42:53,414",NO_3_DATA,,,,,,
"2017-09-26 15:42:54,149",NO_3_DATA,,,,,,
"2017-09-26 15:42:54,874",BAD_NIF,,,,,,
"2017-09-26 15:42:55,438",NO_3_DATA,,,,,,
"2017-09-26 15:42:57,637",NOT_FOUND,,,,,,
"2017-09-26 15:42:57,661",NO_3_DATA,,,,,,
"2017-09-26 15:42:58,446",NO_3_DATA,,,,,,
"2017-09-26 15:42:58,784",NO_3_DATA,,,,,,
"2017-09-26 15:42:59,525",NOT_FOUND,,,,,,
"2017-09-26 15:42:59,685",BAD_DATE,,,,,,
"2017-09-26 15:42:59,866",NO_3_DATA,,,,,,
"2017-09-26 15:43:00,982",OK,1959,08600,42.097993,1.8464648,Berga,08022
"2017-09-26 15:43:03,591",NOT_FOUND,,,,,,
"2017-09-26 15:43:03,706",NO_3_DATA,,,,,,
"2017-09-26 15:43:03,797",NO_3_DATA,,,,,,
"2017-09-26 15:43:04,242",OK,1978,08500,41.9273762,2.2531929,Vic,08298
"2017-09-26 15:43:04,344",OK,1941,08911,41.4518333,2.2507317,Badalona,08015
"2017-09-26 15:43:04,681",NO_3_DATA,,,,,,
"2017-09-26 15:43:04,761",NOT_FOUND,,,,,,
"2017-09-26 15:43:05,190",OK,1949,08202,41.5565589,2.1302944,Sabadell,08187
"2017-09-26 15:43:05,797",OK,1973,17458,41.92994059999999,2.8128463,Fornells de la Selva,17073
"2017-09-26 15:43:07,102",OK,1994,08032,41.4235073,2.1622158,Barcelona,08019
"2017-09-26 15:43:07,562",NO_3_DATA,,,,,,
"2017-09-26 15:43:08,032",NO_3_DATA,,,,,,
"2017-09-26 15:43:09,031",NOT_FOUND,,,,,,
"2017-09-26 15:43:10,195",NO_3_DATA,,,,,,
"2017-09-26 15:43:10,302",OK,1958,08030,41.4378689,2.196618,Barcelona,08019
"2017-09-26 15:43:10,773",NO_3_DATA,,,,,,
"2017-09-26 15:43:11,608",NO_3_DATA,,,,,,
"2017-09-26 15:43:12,813",NO_3_DATA,,,,,,
"2017-09-26 15:43:13,017",NO_3_DATA,,,,,,
"2017-09-26 15:43:13,452",NO_3_DATA,,,,,,
"2017-09-26 15:43:13,907",NO_3_DATA,,,,,,
"2017-09-26 15:43:14,996",OK,1996,43005,41.119649,1.2397775,Tarragona,43148
"2017-09-26 15:43:15,585",NO_3_DATA,,,,,,
"2017-09-26 15:43:16,336",OK,1979,25170,41.5301142,0.5163312,Torres de Segre,25232
"2017-09-26 15:43:16,360",BAD_NIF,,,,,,
"2017-09-26 15:43:16,464",OK,1975,25243,41.6528244,0.8627473,"Palau d'Anglesola, El",25158
"2017-09-26 15:43:17,852",NO_3_DATA,,,,,,
"2017-09-26 15:43:18,012",NO_3_DATA,,,,,,
"2017-09-26 15:43:18,397",OK,1937,08720,41.3435845,1.7003706,Vilafranca del Penedès,08305
"2017-09-26 15:43:18,503",OK,1969,08840,41.2981089,2.0322172,Viladecans,08301
"2017-09-26 15:43:19,354",NO_3_DATA,,,,,,
"2017-09-26 15:43:20,440",NO_3_DATA,,,,,,
"2017-09-26 15:43:21,338",OK,1972,08510,41.9856714,2.3123031,"Masies de Roda, Les",08116
"2017-09-26 15:43:22,034",OK,1966,08031,41.4321952,2.1659005,Barcelona,08019
"2017-09-26 15:43:22,099",NO_3_DATA,,,,,,
"2017-09-26 15:43:22,318",NO_3_DATA,,,,,,
"2017-09-26 15:43:22,590",NO_3_DATA,,,,,,
"2017-09-26 15:43:22,855",OK,1997,08026,41.4118532,2.1830997,Barcelona,08019
"2017-09-26 15:43:23,170",BAD_DATE,,,,,,
"2017-09-26 15:43:24,722",NO_3_DATA,,,,,,
"2017-09-26 15:43:24,969",OK,1983,08014,41.3751275,2.1388864,Barcelona,08019
"2017-09-26 15:43:25,630",NO_3_DATA,,,,,,
"2017-09-26 15:43:26,274",NO_3_DATA,,,,,,
"2017-09-26 15:43:27,993",NO_3_DATA,,,,,,
"2017-09-26 15:43:28,669",OK,1975,08840,41.2981089,2.0322172,Viladecans,08301
"2017-09-26 15:43:28,710",NO_3_DATA,,,,,,
"2017-09-26 15:43:30,030",OK,1961,08172,41.4699731,2.0836809,Sant Cugat del Vallès,08205
"2017-09-26 15:43:30,299",NO_3_DATA,,,,,,
"2017-09-26 15:43:30,414",OK,1982,17500,42.2050891,2.2138289,Ripoll,17147
"2017-09-26 15:43:30,537",NOT_FOUND,,,,,,
"2017-09-26 15:43:30,740",OK,1978,08294,41.6176371,1.7636181,"Bruc, El",08025
"2017-09-26 15:43:30,774",NO_3_DATA,,,,,,
"2017-09-26 15:43:30,807",NO_3_DATA,,,,,,
"2017-09-26 15:43:31,486",NO_3_DATA,,,,,,
"2017-09-26 15:43:31,955",BAD_NIF,,,,,,
"2017-09-26 15:43:31,983",NOT_FOUND,,,,,,
"2017-09-26 15:43:32,276",NO_3_DATA,,,,,,
"2017-09-26 15:43:32,310",NOT_FOUND,,,,,,
"2017-09-26 15:43:32,585",NO_3_DATA,,,,,,
"2017-09-26 15:43:32,681",BAD_NIF,,,,,,
"2017-09-26 15:43:32,971",OK,1984,08021,41.397617,2.1413415,Barcelona,08019
"2017-09-26 15:43:32,998",NOT_FOUND,,,,,,
"2017-09-26 15:43:33,993",OK,1997,17253,41.8916595,3.1428341,Mont-ras,17110
"2017-09-26 15:43:34,820",OK,1989,08906,41.3658296,2.0996222,"Hospitalet de Llobregat, L'",08101
"2017-09-26 15:43:35,178",NO_3_DATA,,,,,,
"2017-09-26 15:43:36,044",OK,1983,08203,41.53440430000001,2.1131154,Sabadell,08187
"2017-09-26 15:43:37,076",OK,1935,08202,41.5565589,2.1302944,Sabadell,08187
"2017-09-26 15:43:37,483",NO_3_DATA,,,,,,
"2017-09-26 15:43:37,973",NO_3_DATA,,,,,,
"2017-09-26 15:43:38,535",OK,1958,08500,41.9273762,2.2531929,Vic,08298
"2017-09-26 15:43:39,254",OK,1993,08940,41.3573949,2.0812289,Cornellà de Llobregat,08073
"2017-09-26 15:43:39,591",NO_3_DATA,,,,,,
"2017-09-26 15:43:40,395",OK,1993,08001,41.3795863,2.1683571,Barcelona,08019
"2017-09-26 15:43:41,038",OK,1989,25300,41.6453837,1.1448981,Tàrrega,25217
"2017-09-26 15:43:41,630",NO_3_DATA,,,,,,
"2017-09-26 15:43:43,107",NO_3_DATA,,,,,,
"2017-09-26 15:43:43,225",OK,1967,17253,41.8916595,3.1428341,Mont-ras,17110
"2017-09-26 15:43:43,253",NOT_FOUND,,,,,,
"2017-09-26 15:43:43,954",OK,1994,25600,41.7877143,0.8008388,Balaguer,25040
"2017-09-26 15:43:44,196",OK,1984,08005,41.3977365,2.2015347,Barcelona,08019
"2017-09-26 15:43:44,226",NO_3_DATA,,,,,,
"2017-09-26 15:43:44,575",NO_3_DATA,,,,,,
"2017-09-26 15:43:47,318",OK,1993,08719,41.640391,1.5693045,Castellolí,08063
"2017-09-26 15:43:47,853",NO_3_DATA,,,,,,
"2017-09-26 15:43:48,547",NOT_FOUND,,,,,,
"2017-09-26 15:43:49,120",OK,1996,08600,42.097993,1.8464648,Berga,08022
"2017-09-26 15:43:49,417",NO_3_DATA,,,,,,
"2017-09-26 15:43:50,257",NO_3_DATA,,,,,,
"2017-09-26 15:43:50,322",NOT_FOUND,,,,,,
"2017-09-26 15:43:50,865",NO_3_DATA,,,,,,
"2017-09-26 15:43:51,282",OK,1975,17003,41.9594288,2.8228124,Girona,17079
"2017-09-26 15:43:51,370",NO_3_DATA,,,,,,
"2017-09-26 15:43:51,586",OK,1967,08025,41.40830760000001,2.1720423,Barcelona,08019
"2017-09-26 15:43:52,084",NOT_FOUND,,,,,,
"2017-09-26 15:43:52,555",NO_3_DATA,,,,,,
"2017-09-26 15:43:53,118",OK,1976,25001,41.5891557,0.6867939,Lleida,25120
"2017-09-26 15:43:53,730",OK,1964,08503,41.9580697,2.2039933,Gurb,08100
"2017-09-26 15:43:53,836",OK,1997,08740,41.4495705,1.9636914,Sant Andreu de la Barca,08196
"2017-09-26 15:43:54,050",OK,1939,08011,41.3847326,2.1609876,Barcelona,08019
"2017-09-26 15:43:54,162",OK,1984,08004,41.3722574,2.1585314,Barcelona,08019
"2017-09-26 15:43:54,655",OK,1996,08172,41.4699731,2.0836809,Sant Cugat del Vallès,08205
"2017-09-26 15:43:54,815",NO_3_DATA,,,,,,
"2017-09-26 15:43:54,901",NO_3_DATA,,,,,,
"2017-09-26 15:43:54,976",NOT_FOUND,,,,,,
"2017-09-26 15:43:55,792",NO_3_DATA,,,,,,
"2017-09-26 15:43:56,463",OK,1959,08720,41.3435845,1.7003706,Vilafranca del Penedès,08305
"2017-09-26 15:43:56,546",NO_3_DATA,,,,,,
"2017-09-26 15:43:57,079",NO_3_DATA,,,,,,
"2017-09-26 15:43:57,183",NO_3_DATA,,,,,,
"2017-09-26 15:43:57,448",NO_3_DATA,,,,,,
"2017-09-26 15:43:57,481",NO_3_DATA,,,,,,
"2017-09-26 15:43:57,646",NOT_FOUND,,,,,,
"2017-09-26 15:43:57,908",NO_3_DATA,,,,,,
"2017-09-26 15:43:58,138",NO_3_DATA,,,,,,
"2017-09-26 15:43:59,087",NO_3_DATA,,,,,,
"2017-09-26 15:44:00,093",NO_3_DATA,,,,,,
"2017-09-26 15:44:00,520",NO_3_DATA,,,,,,
"2017-09-26 15:44:00,543",NO_3_DATA,,,,,,
"2017-09-26 15:44:00,697",NO_3_DATA,,,,,,
"2017-09-26 15:44:00,755",NO_3_DATA,,,,,,
"2017-09-26 15:44:00,898",OK,1997,08401,41.6059894,2.2852014,Granollers,08096
"2017-09-26 15:44:02,025",NO_3_DATA,,,,,,
"2017-09-26 15:44:02,192",NO_3_DATA,,,,,,
"2017-09-26 15:44:02,757",NO_3_DATA,,,,,,
"2017-09-26 15:44:03,481",NO_3_DATA,,,,,,
"2017-09-26 15:44:04,113",OK,1994,17600,42.2720326,2.9625587,Figueres,17066
"2017-09-26 15:44:04,146",NO_3_DATA,,,,,,
"2017-09-26 15:44:05,518",OK,1969,08028,41.3790881,2.1278398,Barcelona,08019
"2017-09-26 15:44:05,958",NO_3_DATA,,,,,,
"2017-09-26 15:44:06,098",NO_3_DATA,,,,,,
"2017-09-26 15:44:06,269",OK,1975,08734,41.3181561,1.7246856,Avinyonet del Penedès,08013
"2017-09-26 15:44:07,046",OK,1985,17230,41.862169,3.1328011,Palamós,17118
"2017-09-26 15:44:07,424",NO_3_DATA,,,,,,
"2017-09-26 15:44:07,640",NO_3_DATA,,,,,,
"2017-09-26 15:44:07,979",NO_3_DATA,,,,,,
"2017-09-26 15:44:08,632",OK,1994,08757,41.4202064,1.9245812,Corbera de Llobregat,08072
"2017-09-26 15:44:10,455",OK,1985,08005,41.3977365,2.2015347,Barcelona,08019
"2017-09-26 15:44:10,887",NO_3_DATA,,,,,,
"2017-09-26 15:44:11,495",NO_3_DATA,,,,,,
"2017-09-26 15:44:11,740",BAD_NIF,,,,,,
"2017-09-26 15:44:12,076",NO_3_DATA,,,,,,
"2017-09-26 15:44:12,226",NO_3_DATA,,,,,,
"2017-09-26 15:44:12,260",NO_3_DATA,,,,,,
"2017-09-26 15:44:13,806",OK,1977,17003,41.9594288,2.8228124,Girona,17079
"2017-09-26 15:44:13,841",NO_3_DATA,,,,,,
"2017-09-26 15:44:14,052",OK,1964,25180,41.6201865,0.4691097,Alcarràs,25011
"2017-09-26 15:44:14,350",NO_3_DATA,,,,,,
"2017-09-26 15:44:14,443",NO_3_DATA,,,,,,
"2017-09-26 15:44:14,890",OK,1966,08006,41.3999835,2.1487078,Barcelona,08019
"2017-09-26 15:44:15,102",NO_3_DATA,,,,,,
"2017-09-26 15:44:15,307",NO_3_DATA,,,,,,
"2017-09-26 15:44:16,018",NO_3_DATA,,,,,,
"2017-09-26 15:44:16,575",OK,1941,25006,41.6182566,0.6144953,Lleida,25120
"2017-09-26 15:44:16,930",NOT_FOUND,,,,,,
"2017-09-26 15:44:17,119",NO_3_DATA,,,,,,
"2017-09-26 15:44:17,336",NO_3_DATA,,,,,,
"2017-09-26 15:44:18,097",BAD_DATE,,,,,,
"2017-09-26 15:44:18,876",OK,1949,08026,41.4118532,2.1830997,Barcelona,08019
"2017-09-26 15:44:19,658",NOT_FOUND,,,,,,
"2017-09-26 15:44:20,372",NOT_FOUND,,,,,,
"2017-09-26 15:44:20,585",NO_3_DATA,,,,,,
"2017-09-26 15:44:20,888",OK,1953,43800,41.284232,1.2409799,Valls,43161
"2017-09-26 15:44:21,837",OK,1970,17162,41.9572241,2.7083287,Bescanó,17020
"2017-09-26 15:44:21,869",NO_3_DATA,,,,,,
"2017-09-26 15:44:22,586",NO_3_DATA,,,,,,
"2017-09-26 15:44:22,835",NO_3_DATA,,,,,,
"2017-09-26 15:44:23,005",OK,1984,08222,41.56594550000001,2.0248701,Terrassa,08279
"2017-09-26 15:44:23,349",NO_3_DATA,,,,,,
"2017-09-26 15:44:23,450",OK,1960,08202,41.5565589,2.1302944,Sabadell,08187
"2017-09-26 15:44:24,548",NO_3_DATA,,,,,,
"2017-09-26 15:44:24,859",OK,1989,08800,41.2381518,1.7052325,Vilanova i la Geltrú,08307
"2017-09-26 15:44:24,918",NO_3_DATA,,,,,,
"2017-09-26 15:44:24,940",NO_3_DATA,,,,,,
"2017-09-26 15:44:25,428",OK,1989,08301,41.5427647,2.4480536,Mataró,08121
"2017-09-26 15:44:26,254",NO_3_DATA,,,,,,
"2017-09-26 15:44:26,370",NO_3_DATA,,,,,,
"2017-09-26 15:44:26,597",OK,1998,08905,41.3694303,2.1082083,"Hospitalet de Llobregat, L'",08101
"2017-09-26 15:44:26,998",NO_3_DATA,,,,,,
"2017-09-26 15:44:27,263",NO_3_DATA,,,,,,
"2017-09-26 15:44:27,699",OK,1993,08914,41.4435807,2.2248966,Badalona,08015
"2017-09-26 15:44:28,262",OK,1997,08036,41.3899238,2.1511635,Barcelona,08019
"2017-09-26 15:44:28,293",NO_3_DATA,,,,,,
"2017-09-26 15:44:28,872",BAD_NIF,,,,,,
"2017-09-26 15:44:29,183",NOT_FOUND,,,,,,
"2017-09-26 15:44:29,248",NO_3_DATA,,,,,,
"2017-09-26 15:44:29,394",NO_3_DATA,,,,,,
"2017-09-26 15:44:31,365",OK,1953,08187,41.6493805,2.2335066,Santa Eulàlia de Ronçana,08248
"2017-09-26 15:44:32,461",OK,1981,08320,41.4805684,2.3147677,"Masnou, El",08118
"2017-09-26 15:44:32,581",NO_3_DATA,,,,,,
"2017-09-26 15:44:33,252",OK,1983,25230,41.6226857,0.8913523,Mollerussa,25137
"2017-09-26 15:44:33,642",NO_3_DATA,,,,,,
"2017-09-26 15:44:35,644",NOT_FOUND,,,,,,
"2017-09-26 15:44:35,887",NO_3_DATA,,,,,,
"2017-09-26 15:44:37,115",NO_3_DATA,,,,,,
"2017-09-26 15:44:37,375",OK,1963,08401,41.6059894,2.2852014,Granollers,08096
"2017-09-26 15:44:38,455",NO_3_DATA,,,,,,
"2017-09-26 15:44:38,904",NO_3_DATA,,,,,,
"2017-09-26 15:44:39,231",OK,1996,08720,41.3435845,1.7003706,Vilafranca del Penedès,08305
"2017-09-26 15:44:39,666",NO_3_DATA,,,,,,
"2017-09-26 15:44:39,999",OK,1991,08024,41.41231519999999,2.1585314,Barcelona,08019
"2017-09-26 15:44:40,967",NO_3_DATA,,,,,,
"2017-09-26 15:44:41,278",OK,1977,08014,41.3751275,2.1388864,Barcelona,08019
"2017-09-26 15:44:43,277",OK,1986,08036,41.3899238,2.1511635,Barcelona,08019
"2017-09-26 15:44:43,938",NOT_FOUND,,,,,,
"2017-09-26 15:44:44,230",NO_3_DATA,,,,,,
"2017-09-26 15:44:44,915",NO_3_DATA,,,,,,
"2017-09-26 15:44:45,308",NO_3_DATA,,,,,,
"2017-09-26 15:44:45,803",NO_3_DATA,,,,,,
"2017-09-26 15:44:46,302",BAD_DATE,,,,,,
"2017-09-26 15:44:46,581",NO_3_DATA,,,,,,
"2017-09-26 15:44:46,642",NO_3_DATA,,,,,,
"2017-09-26 15:44:47,079",NO_3_DATA,,,,,,
"2017-09-26 15:44:47,155",NO_3_DATA,,,,,,
"2017-09-26 15:44:47,388",NOT_FOUND,,,,,,
"2017-09-26 15:44:47,792",NOT_FOUND,,,,,,
"2017-09-26 15:44:48,278",OK,1964,25004,41.6225612,0.6257463,Lleida,25120
"2017-09-26 15:44:48,379",NO_3_DATA,,,,,,
"2017-09-26 15:44:48,550",OK,1996,08960,41.3876262,2.0714223,Sant Just Desvern,08221
"2017-09-26 15:44:48,579",NOT_FOUND,,,,,,
"2017-09-26 15:44:48,966",OK,1933,08911,41.4518333,2.2507317,Badalona,08015
"2017-09-26 15:44:49,621",OK,1985,08940,41.3573949,2.0812289,Cornellà de Llobregat,08073
"2017-09-26 15:44:49,735",NO_3_DATA,,,,,,
"2017-09-26 15:44:50,863",OK,1983,08820,41.3120158,2.0959429,"Prat de Llobregat, El",08169
"2017-09-26 15:44:51,255",NOT_FOUND,,,,,,
"2017-09-26 15:44:51,755",OK,1984,08850,41.2987914,1.9930466,Gavà,08089
"2017-09-26 15:44:51,923",NO_3_DATA,,,,,,
"2017-09-26 15:44:52,053",OK,1952,08201,41.54579770000001,2.1045283,Sabadell,08187
"2017-09-26 15:44:52,982",OK,1992,08025,41.40830760000001,2.1720423,Barcelona,08019
"2017-09-26 15:44:53,095",OK,1992,08182,41.6956211,2.1597595,Sant Feliu de Codines,08210
"2017-09-26 15:44:54,146",OK,1931,17300,41.69222,2.7829605,Blanes,17023
"2017-09-26 15:44:54,216",NO_3_DATA,,,,,,
"2017-09-26 15:44:54,292",NO_3_DATA,,,,,,
"2017-09-26 15:44:54,784",NO_3_DATA,,,,,,
"2017-09-26 15:44:54,915",OK,1997,08551,41.848748,2.2138289,Tona,08283
"2017-09-26 15:44:55,183",OK,1986,08290,41.4715315,2.1352039,Cerdanyola del Vallès,08266
"2017-09-26 15:44:55,435",OK,1990,08192,41.5276681,2.0714223,Sant Quirze del Vallès,08238
"2017-09-26 15:44:56,153",OK,1962,08250,41.76155929999999,1.7977124,Sant Joan de Vilatorrada,08218
"2017-09-26 15:44:57,636",NO_3_DATA,,,,,,
"2017-09-26 15:44:57,807",NOT_FOUND,,,,,,
"2017-09-26 15:44:58,917",OK,1976,08712,41.5613357,1.5111806,Sant Martí de Tous,08226
"2017-09-26 15:44:59,129",NO_3_DATA,,,,,,
"2017-09-26 15:44:59,882",OK,1937,08500,41.9273762,2.2531929,Vic,08298
"2017-09-26 15:45:00,596",OK,1975,08800,41.2381518,1.7052325,Vilanova i la Geltrú,08307
"2017-09-26 15:45:01,645",BAD_DATE,,,,,,
"2017-09-26 15:45:01,758",NO_3_DATA,,,,,,
"2017-09-26 15:45:03,193",NO_3_DATA,,,,,,
"2017-09-26 15:45:03,637",NOT_FOUND,,,,,,
"2017-09-26 15:45:04,053",OK,1975,08025,41.40830760000001,2.1720423,Barcelona,08019
"2017-09-26 15:45:04,478",NO_3_DATA,,,,,,
"2017-09-26 15:45:04,533",NO_3_DATA,,,,,,
"2017-09-26 15:45:04,613",NO_3_DATA,,,,,,
"2017-09-26 15:45:05,679",NO_3_DATA,,,,,,
"2017-09-26 15:45:07,983",NO_3_DATA,,,,,,
"2017-09-26 15:45:08,346",OK,1954,08013,41.4031163,2.181871000000001,Barcelona,08019
"2017-09-26 15:45:08,579",NO_3_DATA,,,,,,
"2017-09-26 15:45:09,227",OK,1982,08027,41.42304439999999,2.1867861,Barcelona,08019
"2017-09-26 15:45:09,257",NOT_FOUND,,,,,,
"2017-09-26 15:45:09,960",OK,1987,25721,42.3211306,1.7733566,Bellver de Cerdanya,25051
"2017-09-26 15:45:10,256",NO_3_DATA,,,,,,
