time,response_code,birth_year,postal_code,lat,long,city,ine_code
"2017-09-26 15:10:57,881",NO_3_DATA,,,,,,
"2017-09-26 15:10:58,651",NO_3_DATA,,,,,,
"2017-09-26 15:10:59,509",NO_3_DATA,,,,,,
"2017-09-26 15:10:59,714",NO_3_DATA,,,,,,
"2017-09-26 15:11:00,422",NO_3_DATA,,,,,,
"2017-09-26 15:11:00,731",NOT_FOUND,,,,,,
"2017-09-26 15:11:02,287",BAD_DATE,,,,,,
"2017-09-26 15:11:03,418",NO_3_DATA,,,,,,
"2017-09-26 15:11:04,552",OK,1969,25199,41.6232953,0.6050230999999999,Lleida,25120
"2017-09-26 15:11:04,596",NO_3_DATA,,,,,,
"2017-09-26 15:11:06,265",NO_3_DATA,,,,,,
"2017-09-26 15:11:06,995",OK,1988,08911,41.4518333,2.2507317,Badalona,08015
"2017-09-26 15:11:07,231",NO_3_DATA,,,,,,
"2017-09-26 15:11:11,346",NO_3_DATA,,,,,,
"2017-09-26 15:11:13,800",NO_3_DATA,,,,,,
"2017-09-26 15:11:14,046",NO_3_DATA,,,,,,
"2017-09-26 15:11:14,621",OK,1998,08203,41.53440430000001,2.1131154,Sabadell,08187
"2017-09-26 15:11:18,852",NO_3_DATA,,,,,,
"2017-09-26 15:11:19,223",NO_3_DATA,,,,,,
"2017-09-26 15:11:20,681",OK,1996,08031,41.4321952,2.1659005,Barcelona,08019
"2017-09-26 15:11:20,839",OK,1976,08030,41.4378689,2.196618,Barcelona,08019
"2017-09-26 15:11:23,192",BAD_NIF,,,,,,
"2017-09-26 15:11:23,562",NO_3_DATA,,,,,,
"2017-09-26 15:11:25,775",NO_3_DATA,,,,,,
"2017-09-26 15:11:26,203",OK,1993,08006,41.3999835,2.1487078,Barcelona,08019
"2017-09-26 15:11:26,265",BAD_NIF,,,,,,
"2017-09-26 15:11:28,119",NO_3_DATA,,,,,,
"2017-09-26 15:11:29,051",OK,1989,08019,41.4125664,2.2113698,Barcelona,08019
"2017-09-26 15:11:29,675",OK,1959,08031,41.4321952,2.1659005,Barcelona,08019
"2017-09-26 15:11:30,171",NOT_FOUND,,,,,,
"2017-09-26 15:11:30,716",OK,1998,08020,41.42276409999999,2.2015347,Barcelona,08019
"2017-09-26 15:11:34,772",NO_3_DATA,,,,,,
"2017-09-26 15:11:36,600",OK,1992,25003,41.6157873,0.6097589,Lleida,25120
"2017-09-26 15:11:38,728",OK,1993,08830,41.3327758,2.0567163,Sant Boi de Llobregat,08200
"2017-09-26 15:11:41,205",NOT_FOUND,,,,,,
"2017-09-26 15:11:41,946",OK,1960,25001,41.5891557,0.6867939,Lleida,25120
"2017-09-26 15:11:44,278",OK,1989,08016,41.436921,2.1806423,Barcelona,08019
"2017-09-26 15:11:46,212",OK,1971,08922,41.4488664,2.2101403,Santa Coloma de Gramenet,08245
"2017-09-26 15:11:47,270",OK,1969,25006,41.6182566,0.6144953,Lleida,25120
"2017-09-26 15:11:48,096",OK,1997,08005,41.3977365,2.2015347,Barcelona,08019
"2017-09-26 15:11:48,501",NOT_FOUND,,,,,,
"2017-09-26 15:11:49,680",NO_3_DATA,,,,,,
"2017-09-26 15:11:49,789",BAD_DATE,,,,,,
"2017-09-26 15:11:50,251",NO_3_DATA,,,,,,
"2017-09-26 15:11:50,374",OK,1981,08240,41.6986126,1.8440259,Manresa,08113
"2017-09-26 15:11:50,402",NO_3_DATA,,,,,,
"2017-09-26 15:11:52,603",NO_3_DATA,,,,,,
"2017-09-26 15:11:52,962",OK,1999,08770,41.4374918,1.7830973,Sant Celoni,08202
"2017-09-26 15:11:53,421",NOT_FOUND,,,,,,
"2017-09-26 15:11:55,538",OK,1993,25123,41.6744456,0.5967369,Torrefarrera,25228
"2017-09-26 15:11:56,341",NO_3_DATA,,,,,,
"2017-09-26 15:11:56,638",OK,1961,08009,41.3945632,2.1708139,Barcelona,08019
"2017-09-26 15:11:56,666",NO_3_DATA,,,,,,
"2017-09-26 15:11:56,693",NO_3_DATA,,,,,,
"2017-09-26 15:11:56,721",NO_3_DATA,,,,,,
"2017-09-26 15:11:57,085",OK,1995,08620,41.3888363,2.002836,Sant Vicenç dels Horts,08263
"2017-09-26 15:11:59,059",OK,1999,17100,41.9340116,3.0425977,"Bisbal d'Empordà, La",17022
"2017-09-26 15:11:59,280",NOT_FOUND,,,,,,
"2017-09-26 15:11:59,929",NO_3_DATA,,,,,,
"2017-09-26 15:12:04,211",NO_3_DATA,,,,,,
"2017-09-26 15:12:05,074",OK,1973,08031,41.4321952,2.1659005,Barcelona,08019
"2017-09-26 15:12:06,341",NO_3_DATA,,,,,,
"2017-09-26 15:12:07,717",NOT_FOUND,,,,,,
"2017-09-26 15:12:09,789",OK,1987,08800,41.2381518,1.7052325,Vilanova i la Geltrú,08307
"2017-09-26 15:12:10,149",NO_3_DATA,,,,,,
"2017-09-26 15:12:11,681",NO_3_DATA,,,,,,
"2017-09-26 15:12:11,876",NO_3_DATA,,,,,,
"2017-09-26 15:12:12,773",NO_3_DATA,,,,,,
"2017-09-26 15:12:13,836",OK,1947,08570,42.04100649999999,2.2679632,Torelló,08285
"2017-09-26 15:12:15,181",NO_3_DATA,,,,,,
"2017-09-26 15:12:18,308",NO_3_DATA,,,,,,
"2017-09-26 15:12:19,850",NOT_FOUND,,,,,,
"2017-09-26 15:12:21,682",NO_3_DATA,,,,,,
"2017-09-26 15:12:21,827",NO_3_DATA,,,,,,
"2017-09-26 15:12:22,262",BAD_DATE,,,,,,
"2017-09-26 15:12:23,030",NO_3_DATA,,,,,,
"2017-09-26 15:12:23,133",OK,1986,08980,41.3979911,2.0518154,Sant Feliu de Llobregat,08211
"2017-09-26 15:12:25,716",NO_3_DATA,,,,,,
"2017-09-26 15:12:27,136",NO_3_DATA,,,,,,
"2017-09-26 15:12:28,359",NO_3_DATA,,,,,,
"2017-09-26 15:12:28,826",NO_3_DATA,,,,,,
"2017-09-26 15:12:29,346",OK,1956,17600,42.2720326,2.9625587,Figueres,17066
"2017-09-26 15:12:30,578",NO_3_DATA,,,,,,
"2017-09-26 15:12:33,165",OK,1990,25179,41.3399474,0.5068824,Maials,25133
"2017-09-26 15:12:33,825",NO_3_DATA,,,,,,
"2017-09-26 15:12:36,387",NO_3_DATA,,,,,,
"2017-09-26 15:12:37,824",NO_3_DATA,,,,,,
"2017-09-26 15:12:39,535",NO_3_DATA,,,,,,
"2017-09-26 15:12:42,276",NO_3_DATA,,,,,,
"2017-09-26 15:12:42,469",NOT_FOUND,,,,,,
"2017-09-26 15:12:43,406",NO_3_DATA,,,,,,
"2017-09-26 15:12:43,578",NO_3_DATA,,,,,,
"2017-09-26 15:12:43,729",NO_3_DATA,,,,,,
"2017-09-26 15:12:45,611",NO_3_DATA,,,,,,
"2017-09-26 15:12:47,869",NO_3_DATA,,,,,,
"2017-09-26 15:12:50,173",NO_3_DATA,,,,,,
"2017-09-26 15:12:51,266",NO_3_DATA,,,,,,
"2017-09-26 15:12:51,297",NO_3_DATA,,,,,,
"2017-09-26 15:12:51,561",NO_3_DATA,,,,,,
"2017-09-26 15:12:53,421",NO_3_DATA,,,,,,
"2017-09-26 15:12:53,976",NOT_FOUND,,,,,,
"2017-09-26 15:12:54,509",NO_3_DATA,,,,,,
"2017-09-26 15:12:54,707",OK,1981,43812,41.2626272,1.3758649,Bràfim,43034
"2017-09-26 15:12:54,735",NOT_FOUND,,,,,,
"2017-09-26 15:12:55,422",OK,1991,08013,41.4031163,2.181871000000001,Barcelona,08019
"2017-09-26 15:12:56,829",NOT_FOUND,,,,,,
"2017-09-26 15:12:58,603",NO_3_DATA,,,,,,
"2017-09-26 15:12:58,795",OK,1998,43002,41.1195195,1.2518029,Tarragona,43148
"2017-09-26 15:12:58,848",NO_3_DATA,,,,,,
"2017-09-26 15:12:59,444",NOT_FOUND,,,,,,
"2017-09-26 15:12:59,721",NO_3_DATA,,,,,,
"2017-09-26 15:12:59,834",NO_3_DATA,,,,,,
"2017-09-26 15:13:00,209",OK,1997,08390,41.4712564,2.2802755,Montgat,08126
"2017-09-26 15:13:00,374",NO_3_DATA,,,,,,
"2017-09-26 15:13:01,678",NO_3_DATA,,,,,,
"2017-09-26 15:13:02,153",OK,1957,08301,41.5427647,2.4480536,Mataró,08121
"2017-09-26 15:13:03,660",NOT_FOUND,,,,,,
"2017-09-26 15:13:04,031",NO_3_DATA,,,,,,
"2017-09-26 15:13:05,305",NO_3_DATA,,,,,,
"2017-09-26 15:13:06,564",OK,1997,08560,42.0111171,2.2778128,Manlleu,08112
"2017-09-26 15:13:08,158",OK,1977,08011,41.3847326,2.1609876,Barcelona,08019
"2017-09-26 15:13:08,945",OK,1997,08310,41.5613266,2.396174,Argentona,08009
"2017-09-26 15:13:10,015",NOT_FOUND,,,,,,
"2017-09-26 15:13:10,913",NO_3_DATA,,,,,,
"2017-09-26 15:13:12,718",NOT_FOUND,,,,,,
"2017-09-26 15:13:13,525",NO_3_DATA,,,,,,
"2017-09-26 15:13:14,958",NO_3_DATA,,,,,,
"2017-09-26 15:13:16,798",NO_3_DATA,,,,,,
"2017-09-26 15:13:16,986",NO_3_DATA,,,,,,
"2017-09-26 15:13:19,270",OK,1973,08912,41.4420207,2.240888,Badalona,08015
"2017-09-26 15:13:19,879",BAD_NIF,,,,,,
"2017-09-26 15:13:20,295",OK,1946,17244,41.8933815,2.8876436,Cassà de la Selva,17044
"2017-09-26 15:13:21,838",NO_3_DATA,,,,,,
"2017-09-26 15:13:22,824",NOT_FOUND,,,,,,
"2017-09-26 15:13:24,015",NO_3_DATA,,,,,,
"2017-09-26 15:13:24,128",OK,1985,25300,41.6453837,1.1448981,Tàrrega,25217
"2017-09-26 15:13:24,359",OK,1981,08759,41.3752229,1.9196949,Vallirana,08295
"2017-09-26 15:13:24,656",NO_3_DATA,,,,,,
"2017-09-26 15:13:28,435",OK,1986,08191,41.49364569999999,2.0175242,Rubí,08184
"2017-09-26 15:13:29,111",NO_3_DATA,,,,,,
"2017-09-26 15:13:29,621",OK,1970,08712,41.5613357,1.5111806,Sant Martí de Tous,08226
"2017-09-26 15:13:31,172",OK,1970,08013,41.4031163,2.181871000000001,Barcelona,08019
"2017-09-26 15:13:31,216",NO_3_DATA,,,,,,
"2017-09-26 15:13:31,498",NOT_FOUND,,,,,,
"2017-09-26 15:13:32,229",NO_3_DATA,,,,,,
"2017-09-26 15:13:33,091",NO_3_DATA,,,,,,
"2017-09-26 15:13:33,746",NO_3_DATA,,,,,,
"2017-09-26 15:13:33,883",NO_3_DATA,,,,,,
"2017-09-26 15:13:34,270",OK,1995,08611,40.1984186,-74.7508679,Olvan,08144
"2017-09-26 15:13:34,329",NO_3_DATA,,,,,,
"2017-09-26 15:13:35,587",OK,1975,08120,41.5127697,2.2015347,"Llagosta, La",08105
"2017-09-26 15:13:37,180",NO_3_DATA,,,,,,
"2017-09-26 15:13:37,689",OK,1983,08203,41.53440430000001,2.1131154,Sabadell,08187
"2017-09-26 15:13:38,327",NOT_FOUND,,,,,,
"2017-09-26 15:13:38,468",NO_3_DATA,,,,,,
"2017-09-26 15:13:39,828",NO_3_DATA,,,,,,
"2017-09-26 15:13:40,809",OK,1981,08930,41.4223872,2.2212071,Sant Adrià de Besòs,08194
"2017-09-26 15:13:40,841",NOT_FOUND,,,,,,
"2017-09-26 15:13:40,996",NO_3_DATA,,,,,,
"2017-09-26 15:13:41,251",NO_3_DATA,,,,,,
"2017-09-26 15:13:41,284",NO_3_DATA,,,,,,
"2017-09-26 15:13:42,134",OK,1995,08186,41.6145781,2.2285864,Lliçà d'Amunt,08107
"2017-09-26 15:13:42,164",NO_3_DATA,,,,,,
"2017-09-26 15:13:42,968",BAD_NIF,,,,,,
"2017-09-26 15:13:43,214",OK,1974,25172,41.55470529999999,0.5967369,Montoliu de Lleida,25142
"2017-09-26 15:13:43,454",NO_3_DATA,,,,,,
"2017-09-26 15:13:43,942",BAD_DATE,,,,,,
"2017-09-26 15:13:44,476",OK,1986,43800,41.284232,1.2409799,Valls,43161
"2017-09-26 15:13:44,662",NO_3_DATA,,,,,,
"2017-09-26 15:13:45,575",OK,1996,08911,41.4518333,2.2507317,Badalona,08015
"2017-09-26 15:13:45,638",NO_3_DATA,,,,,,
"2017-09-26 15:13:45,735",BAD_NIF,,,,,,
"2017-09-26 15:13:46,333",OK,1981,17002,41.9780945,2.8190749,Girona,17079
"2017-09-26 15:13:46,489",NO_3_DATA,,,,,,
"2017-09-26 15:13:46,518",NO_3_DATA,,,,,,
"2017-09-26 15:13:47,384",NO_3_DATA,,,,,,
"2017-09-26 15:13:48,055",NO_3_DATA,,,,,,
"2017-09-26 15:13:49,390",NO_3_DATA,,,,,,
"2017-09-26 15:13:50,357",OK,1973,08035,41.4264213,2.1401139,Barcelona,08019
"2017-09-26 15:13:50,640",NOT_FOUND,,,,,,
"2017-09-26 15:13:52,335",NO_3_DATA,,,,,,
"2017-09-26 15:13:52,747",NOT_FOUND,,,,,,
"2017-09-26 15:13:53,786",NO_3_DATA,,,,,,
"2017-09-26 15:13:55,207",NO_3_DATA,,,,,,
"2017-09-26 15:13:57,494",NO_3_DATA,,,,,,
"2017-09-26 15:13:57,569",BAD_NIF,,,,,,
"2017-09-26 15:13:58,524",NO_3_DATA,,,,,,
"2017-09-26 15:13:58,556",NOT_FOUND,,,,,,
"2017-09-26 15:13:59,289",OK,1966,17250,41.82179600000001,3.0651328,Castell-Platja d'Aro,17048
"2017-09-26 15:13:59,316",NO_3_DATA,,,,,,
"2017-09-26 15:13:59,699",NO_3_DATA,,,,,,
"2017-09-26 15:14:00,090",OK,1995,08191,41.49364569999999,2.0175242,Rubí,08184
"2017-09-26 15:14:00,673",OK,1968,08012,41.4023493,2.1560753,Barcelona,08019
"2017-09-26 15:14:01,178",NO_3_DATA,,,,,,
"2017-09-26 15:14:01,487",NO_3_DATA,,,,,,
"2017-09-26 15:14:01,740",BAD_NIF,,,,,,
"2017-09-26 15:14:04,159",NO_3_DATA,,,,,,
"2017-09-26 15:14:04,531",NOT_FOUND,,,,,,
"2017-09-26 15:14:05,632",NO_3_DATA,,,,,,
"2017-09-26 15:14:05,665",NO_3_DATA,,,,,,
"2017-09-26 15:14:05,698",NO_3_DATA,,,,,,
"2017-09-26 15:14:05,733",NO_3_DATA,,,,,,
"2017-09-26 15:14:05,794",NO_3_DATA,,,,,,
"2017-09-26 15:14:23,720",NOT_FOUND,,,,,,
"2017-09-26 15:14:23,766",NO_3_DATA,,,,,,
"2017-09-26 15:14:23,894",OK,1959,43201,41.156211,1.1077258,Reus,43123
"2017-09-26 15:14:23,927",NO_3_DATA,,,,,,
"2017-09-26 15:14:23,966",NO_3_DATA,,,,,,
"2017-09-26 15:14:23,998",NOT_FOUND,,,,,,
"2017-09-26 15:14:24,114",OK,1972,08024,41.41231519999999,2.1585314,Barcelona,08019
"2017-09-26 15:14:24,150",NO_3_DATA,,,,,,
"2017-09-26 15:14:24,265",OK,1967,08226,41.5759282,2.0248701,Terrassa,08279
"2017-09-26 15:14:24,300",NO_3_DATA,,,,,,
"2017-09-26 15:14:24,327",NOT_FOUND,,,,,,
"2017-09-26 15:14:24,359",NO_3_DATA,,,,,,
"2017-09-26 15:14:24,383",NO_3_DATA,,,,,,
"2017-09-26 15:14:24,412",NOT_FOUND,,,,,,
"2017-09-26 15:14:24,444",NO_3_DATA,,,,,,
"2017-09-26 15:14:24,548",OK,1969,43400,41.3744208,1.161567,Montblanc,43086
"2017-09-26 15:14:24,575",BAD_DATE,,,,,,
"2017-09-26 15:14:24,679",OK,1988,08250,41.76155929999999,1.7977124,Sant Joan de Vilatorrada,08218
"2017-09-26 15:14:25,347",NO_3_DATA,,,,,,
"2017-09-26 15:14:25,518",OK,1967,25006,41.6182566,0.6144953,Lleida,25120
"2017-09-26 15:14:25,737",OK,1956,25183,41.4103713,0.4408037,Seròs,25204
"2017-09-26 15:14:25,772",BAD_NIF,,,,,,
"2017-09-26 15:14:26,654",NO_3_DATA,,,,,,
"2017-09-26 15:14:26,863",NO_3_DATA,,,,,,
"2017-09-26 15:14:28,380",BAD_NIF,,,,,,
"2017-09-26 15:14:32,507",OK,1993,17460,42.0122869,2.8876436,Celrà,17049
"2017-09-26 15:14:32,623",NOT_FOUND,,,,,,
"2017-09-26 15:14:33,931",NO_3_DATA,,,,,,
"2017-09-26 15:14:34,090",NOT_FOUND,,,,,,
"2017-09-26 15:14:34,118",NO_3_DATA,,,,,,
"2017-09-26 15:14:35,833",NO_3_DATA,,,,,,
"2017-09-26 15:14:36,619",OK,1986,25110,41.6896071,0.554149,Alpicat,25023
"2017-09-26 15:14:36,679",NO_3_DATA,,,,,,
"2017-09-26 15:14:36,844",NO_3_DATA,,,,,,
"2017-09-26 15:14:37,084",NO_3_DATA,,,,,,
"2017-09-26 15:14:40,681",OK,1991,08230,41.63376299999999,1.9979411,Matadepera,08120
"2017-09-26 15:14:41,844",OK,1953,08459,41.6610643,2.396174,Sant Antoni de Vilamajor,08198
"2017-09-26 15:14:42,335",OK,1986,08551,41.848748,2.2138289,Tona,08283
"2017-09-26 15:14:43,267",NO_3_DATA,,,,,,
"2017-09-26 15:14:45,055",OK,1977,08720,41.3435845,1.7003706,Vilafranca del Penedès,08305
"2017-09-26 15:14:46,779",NO_3_DATA,,,,,,
"2017-09-26 15:14:47,759",NO_3_DATA,,,,,,
"2017-09-26 15:14:47,911",OK,1960,08018,41.40293,2.1917018,Barcelona,08019
"2017-09-26 15:14:48,632",OK,1949,08730,41.3140674,1.6614947,Santa Margarida i els Monjos,08251
"2017-09-26 15:14:48,739",OK,1959,08015,41.378633,2.1523914,Barcelona,08019
"2017-09-26 15:14:48,943",NO_3_DATA,,,,,,
"2017-09-26 15:14:50,849",NO_3_DATA,,,,,,
"2017-09-26 15:14:50,956",OK,1957,25199,41.6232953,0.6050230999999999,Lleida,25120
"2017-09-26 15:14:51,099",NO_3_DATA,,,,,,
"2017-09-26 15:14:51,286",NO_3_DATA,,,,,,
"2017-09-26 15:14:51,878",NO_3_DATA,,,,,,
"2017-09-26 15:14:52,499",OK,1999,43205,41.1424109,1.1041302,"Montmell, El",43090
"2017-09-26 15:14:53,775",NO_3_DATA,,,,,,
"2017-09-26 15:14:54,022",OK,1982,17600,42.2720326,2.9625587,Figueres,17066
"2017-09-26 15:14:54,057",NO_3_DATA,,,,,,
"2017-09-26 15:14:54,084",NO_3_DATA,,,,,,
"2017-09-26 15:14:54,668",OK,1983,08032,41.4235073,2.1622158,Barcelona,08019
"2017-09-26 15:14:55,401",OK,1974,08350,41.5855397,2.5470339,Arenys de Mar,08006
"2017-09-26 15:14:56,775",OK,1994,08338,41.5024115,2.3468195,Premià de Dalt,08230
"2017-09-26 15:14:56,884",OK,1960,25110,41.6896071,0.554149,Alpicat,25023
"2017-09-26 15:14:57,736",OK,1922,43202,41.1537645,1.100535,Reus,43123
"2017-09-26 15:14:58,372",OK,1995,08015,41.378633,2.1523914,Barcelona,08019
"2017-09-26 15:14:58,669",OK,1990,08030,41.4378689,2.196618,Barcelona,08019
"2017-09-26 15:14:59,257",NO_3_DATA,,,,,,
"2017-09-26 15:14:59,712",NOT_FOUND,,,,,,
"2017-09-26 15:14:59,773",NO_3_DATA,,,,,,
"2017-09-26 15:15:00,134",NO_3_DATA,,,,,,
"2017-09-26 15:15:02,001",NO_3_DATA,,,,,,
"2017-09-26 15:15:02,238",NO_3_DATA,,,,,,
"2017-09-26 15:15:02,791",NO_3_DATA,,,,,,
"2017-09-26 15:15:02,943",NO_3_DATA,,,,,,
"2017-09-26 15:15:04,248",NO_3_DATA,,,,,,
"2017-09-26 15:15:04,359",OK,1967,08402,41.5959156,2.2901277,Granollers,08096
"2017-09-26 15:15:05,173",NO_3_DATA,,,,,,
"2017-09-26 15:15:07,249",NO_3_DATA,,,,,,
"2017-09-26 15:15:08,568",BAD_NIF,,,,,,
"2017-09-26 15:15:10,679",NOT_FOUND,,,,,,
"2017-09-26 15:15:10,787",OK,1994,08757,41.4202064,1.9245812,Corbera de Llobregat,08072
"2017-09-26 15:15:11,013",NO_3_DATA,,,,,,
"2017-09-26 15:15:11,617",OK,1968,08629,41.3592867,1.9734743,Torrelles de Llobregat,08289
"2017-09-26 15:15:12,477",NO_3_DATA,,,,,,
"2017-09-26 15:15:13,551",NO_3_DATA,,,,,,
"2017-09-26 15:15:13,869",NO_3_DATA,,,,,,
"2017-09-26 15:15:15,890",OK,1993,08024,41.41231519999999,2.1585314,Barcelona,08019
"2017-09-26 15:15:17,643",OK,1992,08798,41.3629043,1.7490143,Avinyonet del Penedès,08013
"2017-09-26 15:15:17,861",NO_3_DATA,,,,,,
"2017-09-26 15:15:18,284",NO_3_DATA,,,,,,
"2017-09-26 15:15:19,192",OK,1973,17534,42.3537999,2.1646722,Campelles,17037
"2017-09-26 15:15:19,487",NO_3_DATA,,,,,,
"2017-09-26 15:15:21,117",OK,1998,43800,41.284232,1.2409799,Valls,43161
"2017-09-26 15:15:21,451",NO_3_DATA,,,,,,
"2017-09-26 15:15:22,223",OK,1961,08720,41.3435845,1.7003706,Vilafranca del Penedès,08305
"2017-09-26 15:15:22,258",NO_3_DATA,,,,,,
"2017-09-26 15:15:24,810",NO_3_DATA,,,,,,
"2017-09-26 15:15:24,844",NO_3_DATA,,,,,,
"2017-09-26 15:15:27,610",NO_3_DATA,,,,,,
"2017-09-26 15:15:28,110",NO_3_DATA,,,,,,
"2017-09-26 15:15:28,350",OK,1980,08513,41.9960792,2.0224213,Prats de Lluçanès,08171
"2017-09-26 15:15:29,026",OK,1987,08172,41.4699731,2.0836809,Sant Cugat del Vallès,08205
"2017-09-26 15:15:30,712",NO_3_DATA,,,,,,
"2017-09-26 15:15:31,477",NO_3_DATA,,,,,,
"2017-09-26 15:15:31,594",NO_3_DATA,,,,,,
"2017-09-26 15:15:33,820",OK,1974,08017,41.4171333,2.1008486,Barcelona,08019
"2017-09-26 15:15:35,002",NO_3_DATA,,,,,,
"2017-09-26 15:15:36,434",NO_3_DATA,,,,,,
"2017-09-26 15:15:37,368",OK,1983,25600,41.7877143,0.8008388,Balaguer,25040
"2017-09-26 15:15:39,606",NO_3_DATA,,,,,,
"2017-09-26 15:15:41,107",NOT_FOUND,,,,,,
"2017-09-26 15:15:41,648",OK,1997,08830,41.3327758,2.0567163,Sant Boi de Llobregat,08200
"2017-09-26 15:15:43,137",NO_3_DATA,,,,,,
"2017-09-26 15:15:43,395",NO_3_DATA,,,,,,
"2017-09-26 15:15:43,490",NO_3_DATA,,,,,,
"2017-09-26 15:15:43,654",OK,1965,08017,41.4171333,2.1008486,Barcelona,08019
"2017-09-26 15:15:44,960",NO_3_DATA,,,,,,
"2017-09-26 15:15:45,440",BAD_NIF,,,,,,
"2017-09-26 15:15:46,492",NO_3_DATA,,,,,,
"2017-09-26 15:15:48,147",NO_3_DATA,,,,,,
"2017-09-26 15:15:50,534",OK,1950,08005,41.3977365,2.2015347,Barcelona,08019
"2017-09-26 15:15:50,708",OK,1972,17179,42.1866367,2.396174,Riudaura,17149
"2017-09-26 15:15:53,249",OK,1968,08380,41.6528561,2.7630471,Malgrat de Mar,08110
"2017-09-26 15:15:54,255",OK,1977,08730,41.3140674,1.6614947,Santa Margarida i els Monjos,08251
"2017-09-26 15:15:54,728",OK,1977,08032,41.4235073,2.1622158,Barcelona,08019
"2017-09-26 15:15:54,924",NO_3_DATA,,,,,,
"2017-09-26 15:15:56,562",OK,1985,08024,41.41231519999999,2.1585314,Barcelona,08019
"2017-09-26 15:15:56,767",NO_3_DATA,,,,,,
"2017-09-26 15:15:57,872",NO_3_DATA,,,,,,
"2017-09-26 15:16:00,338",NO_3_DATA,,,,,,
"2017-09-26 15:16:01,648",NO_3_DATA,,,,,,
"2017-09-26 15:16:02,293",OK,1999,08014,41.3751275,2.1388864,Barcelona,08019
"2017-09-26 15:16:03,152",NO_3_DATA,,,,,,
"2017-09-26 15:16:03,459",BAD_NIF,,,,,,
"2017-09-26 15:16:04,411",NO_3_DATA,,,,,,
"2017-09-26 15:16:04,486",NO_3_DATA,,,,,,
"2017-09-26 15:16:04,828",NO_3_DATA,,,,,,
"2017-09-26 15:16:06,349",OK,1980,08800,41.2381518,1.7052325,Vilanova i la Geltrú,08307
"2017-09-26 15:16:08,892",BAD_NIF,,,,,,
"2017-09-26 15:16:09,698",NO_3_DATA,,,,,,
"2017-09-26 15:16:10,071",OK,1997,08227,41.5679653,2.0518154,Terrassa,08279
"2017-09-26 15:16:10,394",NOT_FOUND,,,,,,
"2017-09-26 15:16:10,716",NO_3_DATA,,,,,,
"2017-09-26 15:16:10,902",NO_3_DATA,,,,,,
"2017-09-26 15:16:13,115",NO_3_DATA,,,,,,
"2017-09-26 15:16:14,292",OK,1988,08173,41.4573378,2.0910377,Sant Cugat del Vallès,08205
"2017-09-26 15:16:16,582",NO_3_DATA,,,,,,
"2017-09-26 15:16:17,339",NOT_FOUND,,,,,,
"2017-09-26 15:16:17,588",NOT_FOUND,,,,,,
"2017-09-26 15:16:17,753",NO_3_DATA,,,,,,
"2017-09-26 15:16:17,827",NO_3_DATA,,,,,,
"2017-09-26 15:16:19,757",NO_3_DATA,,,,,,
"2017-09-26 15:16:20,069",OK,1974,17800,42.180135,2.4703057,Olot,17114
"2017-09-26 15:16:21,200",NO_3_DATA,,,,,,
"2017-09-26 15:16:21,470",OK,1973,08640,41.5555859,1.900155,Olesa de Montserrat,08147
"2017-09-26 15:16:23,514",OK,1998,08380,41.6528561,2.7630471,Malgrat de Mar,08110
"2017-09-26 15:16:23,901",NO_3_DATA,,,,,,
"2017-09-26 15:16:24,593",NO_3_DATA,,,,,,
"2017-09-26 15:16:25,035",NO_3_DATA,,,,,,
"2017-09-26 15:16:26,087",OK,1978,43001,41.1145121,1.2493976,Tarragona,43148
"2017-09-26 15:16:26,862",NO_3_DATA,,,,,,
"2017-09-26 15:16:27,156",NO_3_DATA,,,,,,
"2017-09-26 15:16:27,901",NO_3_DATA,,,,,,
"2017-09-26 15:16:28,457",NO_3_DATA,,,,,,
"2017-09-26 15:16:28,627",NO_3_DATA,,,,,,
"2017-09-26 15:16:30,520",NO_3_DATA,,,,,,
"2017-09-26 15:16:30,865",OK,1959,25198,41.6445836,0.5872689999999999,Lleida,25120
"2017-09-26 15:16:30,898",NO_3_DATA,,,,,,
"2017-09-26 15:16:32,054",NO_3_DATA,,,,,,
"2017-09-26 15:16:32,362",NO_3_DATA,,,,,,
"2017-09-26 15:16:33,938",NOT_FOUND,,,,,,
"2017-09-26 15:16:34,702",NO_3_DATA,,,,,,
"2017-09-26 15:16:36,081",OK,1966,08204,41.5281384,2.1143422,Sabadell,08187
"2017-09-26 15:16:36,158",NO_3_DATA,,,,,,
"2017-09-26 15:16:38,908",BAD_NIF,,,,,,
"2017-09-26 15:16:39,175",NOT_FOUND,,,,,,
"2017-09-26 15:16:39,206",NO_3_DATA,,,,,,
"2017-09-26 15:16:40,548",NO_3_DATA,,,,,,
"2017-09-26 15:16:40,924",NO_3_DATA,,,,,,
"2017-09-26 15:16:43,122",NOT_FOUND,,,,,,
"2017-09-26 15:16:43,334",OK,1966,25133,41.7141503,0.6251540999999999,Vilanova de Segrià,25251
"2017-09-26 15:16:43,873",OK,1997,08510,41.9856714,2.3123031,"Masies de Roda, Les",08116
"2017-09-26 15:16:44,888",NO_3_DATA,,,,,,
"2017-09-26 15:16:45,433",NO_3_DATA,,,,,,
"2017-09-26 15:16:46,639",NO_3_DATA,,,,,,
"2017-09-26 15:16:46,934",NO_3_DATA,,,,,,
"2017-09-26 15:16:47,421",OK,1974,17800,42.180135,2.4703057,Olot,17114
"2017-09-26 15:16:47,502",NO_3_DATA,,,,,,
"2017-09-26 15:16:48,150",NO_3_DATA,,,,,,
