time,city,ine_code
"2017-09-26T15:14:25+02:00",Lleida,25120
"2017-09-26T15:14:25+02:00",Seròs,25204
"2017-09-26T15:14:32+02:00",Celrà,17049
"2017-09-26T15:14:36+02:00",Alpicat,25023
"2017-09-26T15:14:40+02:00",Matadepera,08120
"2017-09-26T15:14:41+02:00",Sant Antoni de Vilamajor,08198
"2017-09-26T15:14:42+02:00",Tona,08283
"2017-09-26T15:14:45+02:00",Vilafranca del Penedès,08305
"2017-09-26T15:14:47+02:00",Barcelona,08019
"2017-09-26T15:14:48+02:00",Santa Margarida i els Monjos,08251
"2017-09-26T15:14:48+02:00",Barcelona,08019
"2017-09-26T15:14:50+02:00",Lleida,25120
"2017-09-26T15:14:52+02:00",Montmell, El,43090
"2017-09-26T15:14:54+02:00",Figueres,17066
"2017-09-26T15:14:54+02:00",Barcelona,08019
"2017-09-26T15:14:55+02:00",Arenys de Mar,08006
"2017-09-26T15:14:56+02:00",Premià de Dalt,08230
"2017-09-26T15:14:56+02:00",Alpicat,25023
"2017-09-26T15:14:57+02:00",Reus,43123
"2017-09-26T15:14:58+02:00",Barcelona,08019
"2017-09-26T15:14:58+02:00",Barcelona,08019
"2017-09-26T15:15:04+02:00",Granollers,08096
"2017-09-26T15:15:10+02:00",Corbera de Llobregat,08072
"2017-09-26T15:15:11+02:00",Torrelles de Llobregat,08289
"2017-09-26T15:15:15+02:00",Barcelona,08019
"2017-09-26T15:15:17+02:00",Avinyonet del Penedès,08013
"2017-09-26T15:15:19+02:00",Campelles,17037
"2017-09-26T15:15:21+02:00",Valls,43161
"2017-09-26T15:15:22+02:00",Vilafranca del Penedès,08305
"2017-09-26T15:15:28+02:00",Prats de Lluçanès,08171
"2017-09-26T15:15:29+02:00",Sant Cugat del Vallès,08205
"2017-09-26T15:15:33+02:00",Barcelona,08019
"2017-09-26T15:15:37+02:00",Balaguer,25040
"2017-09-26T15:15:41+02:00",Sant Boi de Llobregat,08200
"2017-09-26T15:15:43+02:00",Barcelona,08019
"2017-09-26T15:15:50+02:00",Barcelona,08019
"2017-09-26T15:15:50+02:00",Riudaura,17149
"2017-09-26T15:15:53+02:00",Malgrat de Mar,08110
"2017-09-26T15:15:54+02:00",Santa Margarida i els Monjos,08251
"2017-09-26T15:15:54+02:00",Barcelona,08019
"2017-09-26T15:15:56+02:00",Barcelona,08019
"2017-09-26T15:16:02+02:00",Barcelona,08019
"2017-09-26T15:16:06+02:00",Vilanova i la Geltrú,08307
"2017-09-26T15:16:10+02:00",Terrassa,08279
"2017-09-26T15:16:14+02:00",Sant Cugat del Vallès,08205
"2017-09-26T15:16:20+02:00",Olot,17114
"2017-09-26T15:16:21+02:00",Olesa de Montserrat,08147
"2017-09-26T15:16:23+02:00",Malgrat de Mar,08110
"2017-09-26T15:16:26+02:00",Tarragona,43148
"2017-09-26T15:16:30+02:00",Lleida,25120
"2017-09-26T15:16:36+02:00",Sabadell,08187
"2017-09-26T15:16:43+02:00",Vilanova de Segrià,25251
"2017-09-26T15:16:43+02:00",Masies de Roda, Les,08116
"2017-09-26T15:16:47+02:00",Olot,17114
"2017-09-26T15:16:51+02:00",Barcelona,08019
"2017-09-26T15:16:54+02:00",Terrassa,08279
"2017-09-26T15:16:59+02:00",Malgrat de Mar,08110
"2017-09-26T15:17:00+02:00",Barcelona,08019
"2017-09-26T15:17:03+02:00",Barcelona,08019
"2017-09-26T15:17:08+02:00",Sabadell,08187
"2017-09-26T15:17:09+02:00",Sant Just Desvern,08221
"2017-09-26T15:17:09+02:00",Hospitalet de Llobregat, L',08101
"2017-09-26T15:17:10+02:00",Santa Margarida i els Monjos,08251
"2017-09-26T15:17:15+02:00",Corbera de Llobregat,08072
"2017-09-26T15:17:17+02:00",Figueres,17066
"2017-09-26T15:17:20+02:00",Sant Cugat del Vallès,08205
"2017-09-26T15:17:22+02:00",Vic,08298
"2017-09-26T15:17:22+02:00",Viladecans,08301
"2017-09-26T15:17:23+02:00",Artesa de Lleida,25033
"2017-09-26T15:17:23+02:00",Alguaire,25016
"2017-09-26T15:17:24+02:00",Cambrils,43038
"2017-09-26T15:17:25+02:00",Colomers,17055
"2017-09-26T15:17:26+02:00",Artés,08010
"2017-09-26T15:17:27+02:00",Barcelona,08019
"2017-09-26T15:17:30+02:00",Torredembarra,43153
"2017-09-26T15:17:36+02:00",Lleida,25120
"2017-09-26T15:17:37+02:00",Badia del Vallès,08904
"2017-09-26T15:17:43+02:00",Sant Celoni,08202
"2017-09-26T15:17:43+02:00",Barcelona,08019
"2017-09-26T15:17:47+02:00",Olesa de Montserrat,08147
"2017-09-26T15:17:50+02:00",Sant Llorenç de Morunys,25193
"2017-09-26T15:17:52+02:00",Papiol, El,08158
"2017-09-26T15:17:55+02:00",Girona,17079
"2017-09-26T15:18:00+02:00",Castellar del Vallès,08051
"2017-09-26T15:18:03+02:00",Mataró,08121
"2017-09-26T15:18:08+02:00",Sant Climent de Llobregat,08204
"2017-09-26T15:18:12+02:00",Sant Cugat del Vallès,08205
"2017-09-26T15:18:15+02:00",Vic,08298
"2017-09-26T15:18:16+02:00",Barcelona,08019
"2017-09-26T15:18:19+02:00",Corbera de Llobregat,08072
"2017-09-26T15:18:23+02:00",Premià de Mar,08172
"2017-09-26T15:18:23+02:00",Barcelona,08019
"2017-09-26T15:18:24+02:00",Barcelona,08019
"2017-09-26T15:18:24+02:00",Barcelona,08019
"2017-09-26T15:18:27+02:00",Vic,08298
"2017-09-26T15:18:27+02:00",Premià de Mar,08172
"2017-09-26T15:18:29+02:00",Riudoms,43129
"2017-09-26T15:18:30+02:00",Lleida,25120
"2017-09-26T15:18:30+02:00",Barcelona,08019
"2017-09-26T15:18:32+02:00",Lleida,25120
"2017-09-26T15:18:33+02:00",Santa Coloma de Gramenet,08245
"2017-09-26T15:18:39+02:00",Gavà,08089
"2017-09-26T15:18:43+02:00",Girona,17079
"2017-09-26T15:18:46+02:00",Barcelona,08019
"2017-09-26T15:18:47+02:00",Premià de Mar,08172
"2017-09-26T15:18:49+02:00",Tarragona,43148
"2017-09-26T15:18:49+02:00",Sant Feliu de Guíxols,17160
"2017-09-26T15:18:50+02:00",Teià,08281
"2017-09-26T15:18:52+02:00",Vilanova i la Geltrú,08307
"2017-09-26T15:19:01+02:00",Valls,43161
"2017-09-26T15:19:03+02:00",Sant Vicenç de Torelló,08265
"2017-09-26T15:19:03+02:00",Arbeca,25029
"2017-09-26T15:19:05+02:00",Vilassar de Dalt,08214
"2017-09-26T15:19:06+02:00",Barcelona,08019
"2017-09-26T15:19:07+02:00",Barcelona,08019
"2017-09-26T15:19:07+02:00",Sabadell,08187
"2017-09-26T15:19:12+02:00",Sant Adrià de Besòs,08194
"2017-09-26T15:19:21+02:00",Sant Cugat del Vallès,08205
"2017-09-26T15:19:21+02:00",Lleida,25120
"2017-09-26T15:19:22+02:00",Lleida,25120
"2017-09-26T15:19:23+02:00",Barcelona,08019
"2017-09-26T15:19:24+02:00",Esplugues de Llobregat,08077
"2017-09-26T15:19:24+02:00",Tarragona,43148
"2017-09-26T15:19:25+02:00",Papiol, El,08158
"2017-09-26T15:19:27+02:00",Bisbal d'Empordà, La,17022
"2017-09-26T15:19:36+02:00",Almenar,25021
"2017-09-26T15:19:39+02:00",Cambrils,43038
"2017-09-26T15:19:40+02:00",Sitges,08270
"2017-09-26T15:19:41+02:00",Lleida,25120
"2017-09-26T15:19:45+02:00",Badalona,08015
"2017-09-26T15:19:48+02:00",Lleida,25120
"2017-09-26T15:19:49+02:00",Sallent,08191
"2017-09-26T15:19:50+02:00",Barcelona,08019
"2017-09-26T15:19:51+02:00",Corbera de Llobregat,08072
"2017-09-26T15:19:51+02:00",Sabadell,08187
"2017-09-26T15:19:55+02:00",Barcelona,08019
"2017-09-26T15:20:00+02:00",Cambrils,43038
"2017-09-26T15:20:05+02:00",Palamós,17118
"2017-09-26T15:20:09+02:00",Sant Boi de Llobregat,08200
"2017-09-26T15:20:09+02:00",Palma de Cervelló, La,08905
"2017-09-26T15:20:12+02:00",Barcelona,08019
"2017-09-26T15:20:15+02:00",Cambrils,43038
"2017-09-26T15:20:17+02:00",Barcelona,08019
"2017-09-26T15:20:19+02:00",Caldes de Montbui,08033
"2017-09-26T15:20:25+02:00",Gavà,08089
"2017-09-26T15:20:31+02:00",Cambrils,43038
"2017-09-26T15:20:32+02:00",Barcelona,08019
"2017-09-26T15:20:36+02:00",Reus,43123
"2017-09-26T15:20:37+02:00",Morell, El,43095
"2017-09-26T15:20:37+02:00",Capellades,08044
"2017-09-26T15:20:39+02:00",Campelles,17037
"2017-09-26T15:20:41+02:00",Girona,17079
"2017-09-26T15:20:42+02:00",Muntanyola,08129
"2017-09-26T15:20:43+02:00",Barcelona,08019
"2017-09-26T15:20:46+02:00",Premià de Mar,08172
"2017-09-26T15:20:47+02:00",Vilafranca del Penedès,08305
"2017-09-26T15:20:50+02:00",Lleida,25120
"2017-09-26T15:20:56+02:00",Vic,08298
"2017-09-26T15:21:05+02:00",Matadepera,08120
"2017-09-26T15:21:06+02:00",Premià de Dalt,08230
"2017-09-26T15:21:06+02:00",Barcelona,08019
"2017-09-26T15:21:17+02:00",Premià de Mar,08172
"2017-09-26T15:21:17+02:00",Sant Pere de Ribes,08231
"2017-09-26T15:21:18+02:00",Naut Aran,25025
"2017-09-26T15:21:19+02:00",Abella de la Conca,25001
"2017-09-26T15:21:24+02:00",Sant Feliu de Llobregat,08211
"2017-09-26T15:21:24+02:00",Cambrils,43038
"2017-09-26T15:21:25+02:00",Barcelona,08019
"2017-09-26T15:21:25+02:00",Barcelona,08019
"2017-09-26T15:21:33+02:00",Sant Julià de Vilatorta,08220
"2017-09-26T15:21:33+02:00",Barcelona,08019
"2017-09-26T15:21:34+02:00",Lleida,25120
"2017-09-26T15:21:39+02:00",Sabadell,08187
"2017-09-26T15:21:40+02:00",Girona,17079
"2017-09-26T15:21:42+02:00",Girona,17079
"2017-09-26T15:21:45+02:00",Vic,08298
"2017-09-26T15:21:45+02:00",Tortosa,43155
"2017-09-26T15:21:47+02:00",Vic,08298
"2017-09-26T15:21:49+02:00",Santa Perpètua de Mogoda,08260
"2017-09-26T15:21:52+02:00",Tarragona,43148
"2017-09-26T15:21:58+02:00",Sant Esteve de Palautordera,08207
"2017-09-26T15:21:58+02:00",Masnou, El,08118
"2017-09-26T15:22:00+02:00",Barcelona,08019
"2017-09-26T15:22:02+02:00",Barberà de la Conca,43021
"2017-09-26T15:22:02+02:00",Granollers,08096
"2017-09-26T15:22:03+02:00",Barcelona,08019
"2017-09-26T15:22:05+02:00",Lleida,25120
"2017-09-26T15:22:05+02:00",Barcelona,08019
"2017-09-26T15:22:06+02:00",Tarragona,43148
"2017-09-26T15:22:06+02:00",Barcelona,08019
"2017-09-26T15:22:06+02:00",Lleida,25120
"2017-09-26T15:22:07+02:00",Barcelona,08019
"2017-09-26T15:22:08+02:00",Capellades,08044
"2017-09-26T15:22:09+02:00",Sant Pol de Mar,08235
"2017-09-26T15:22:17+02:00",Reus,43123
"2017-09-26T15:22:18+02:00",Tàrrega,25217
"2017-09-26T15:22:26+02:00",Terrassa,08279
"2017-09-26T15:22:30+02:00",Girona,17079
"2017-09-26T15:22:44+02:00",Tona,08283
"2017-09-26T15:22:46+02:00",Sant Boi de Llobregat,08200
"2017-09-26T15:22:47+02:00",Rubí,08184
"2017-09-26T15:22:49+02:00",Manlleu,08112
"2017-09-26T15:22:51+02:00",Tarragona,43148
"2017-09-26T15:22:51+02:00",Alpicat,25023
"2017-09-26T15:22:53+02:00",Lleida,25120
"2017-09-26T15:22:57+02:00",Barcelona,08019
"2017-09-26T15:22:58+02:00",Sant Feliu de Guíxols,17160
"2017-09-26T15:23:02+02:00",Barcelona,08019
"2017-09-26T15:23:03+02:00",Benavent de Segrià,25053
"2017-09-26T15:23:06+02:00",Manresa,08113
"2017-09-26T15:23:10+02:00",Almenar,25021
"2017-09-26T15:23:10+02:00",Barcelona,08019
"2017-09-26T15:23:13+02:00",Barcelona,08019
"2017-09-26T15:23:14+02:00",Barcelona,08019
"2017-09-26T15:23:15+02:00",Capellades,08044
"2017-09-26T15:23:18+02:00",Terrassa,08279
"2017-09-26T15:23:19+02:00",Aiguafreda,08014
"2017-09-26T15:23:20+02:00",Sant Carles de la Ràpita,43136
"2017-09-26T15:23:22+02:00",Cambrils,43038
"2017-09-26T15:23:23+02:00",Barcelona,08019
"2017-09-26T15:23:24+02:00",Figueres,17066
"2017-09-26T15:23:24+02:00",Corbera de Llobregat,08072
"2017-09-26T15:23:30+02:00",Santa Coloma de Gramenet,08245
"2017-09-26T15:23:30+02:00",Borges Blanques, Les,25058
"2017-09-26T15:23:30+02:00",Vilafranca del Penedès,08305
"2017-09-26T15:23:31+02:00",Mataró,08121
"2017-09-26T15:23:31+02:00",Puigdàlber,08174
"2017-09-26T15:23:37+02:00",Sant Feliu de Guíxols,17160
"2017-09-26T15:23:38+02:00",Terrassa,08279
"2017-09-26T15:23:38+02:00",Olesa de Montserrat,08147
"2017-09-26T15:23:39+02:00",Vilanova i la Geltrú,08307
"2017-09-26T15:23:40+02:00",Pont d'Armentera, El,43113
"2017-09-26T15:23:44+02:00",Barcelona,08019
"2017-09-26T15:23:47+02:00",Barcelona,08019
"2017-09-26T15:23:57+02:00",Barcelona,08019
"2017-09-26T15:23:57+02:00",Vilanova i la Geltrú,08307
"2017-09-26T15:23:59+02:00",Vilafranca del Penedès,08305
"2017-09-26T15:24:02+02:00",Sant Quirze del Vallès,08238
"2017-09-26T15:24:11+02:00",Barcelona,08019
"2017-09-26T15:24:12+02:00",Granollers,08096
"2017-09-26T15:24:16+02:00",Cornellà de Llobregat,08073
"2017-09-26T15:24:18+02:00",Sant Feliu de Llobregat,08211
"2017-09-26T15:24:20+02:00",Lleida,25120
"2017-09-26T15:24:22+02:00",Barcelona,08019
"2017-09-26T15:24:25+02:00",Masies de Voltregà, Les,08117
"2017-09-26T15:24:26+02:00",Vila-seca,43171
"2017-09-26T15:24:28+02:00",Mataró,08121
"2017-09-26T15:24:30+02:00",Barcelona,08019
"2017-09-26T15:24:34+02:00",Tarragona,43148
"2017-09-26T15:24:39+02:00",Barcelona,08019
"2017-09-26T15:24:49+02:00",Barcelona,08019
"2017-09-26T15:24:49+02:00",Barcelona,08019
"2017-09-26T15:24:53+02:00",Sant Antoni de Vilamajor,08198
"2017-09-26T15:24:53+02:00",Collsuspina,08070
"2017-09-26T15:24:59+02:00",Fuliola, La,25096
"2017-09-26T15:24:59+02:00",Lleida,25120
"2017-09-26T15:25:00+02:00",Reus,43123
"2017-09-26T15:25:00+02:00",Barcelona,08019
"2017-09-26T15:25:00+02:00",Sabadell,08187
"2017-09-26T15:25:04+02:00",Tarragona,43148
"2017-09-26T15:25:04+02:00",Barcelona,08019
"2017-09-26T15:25:05+02:00",Mataró,08121
"2017-09-26T15:25:08+02:00",Barcelona,08019
"2017-09-26T15:25:08+02:00",Catllar, El,43043
"2017-09-26T15:25:10+02:00",Cambrils,43038
"2017-09-26T15:25:18+02:00",Lliçà d'Amunt,08107
"2017-09-26T15:25:18+02:00",Cànoves i Samalús,08042
"2017-09-26T15:25:21+02:00",Santa Coloma de Gramenet,08245
"2017-09-26T15:25:21+02:00",Caldes de Montbui,08033
"2017-09-26T15:25:22+02:00",Sant Boi de Llobregat,08200
"2017-09-26T15:25:23+02:00",Lleida,25120
"2017-09-26T15:25:23+02:00",Soses,25210
"2017-09-26T15:25:23+02:00",Rubí,08184
"2017-09-26T15:25:25+02:00",Mataró,08121
"2017-09-26T15:25:26+02:00",Barcelona,08019
"2017-09-26T15:25:26+02:00",Barcelona,08019
"2017-09-26T15:25:40+02:00",Berga,08022
"2017-09-26T15:25:41+02:00",Sant Cugat del Vallès,08205
"2017-09-26T15:25:50+02:00",Olius,25151
"2017-09-26T15:25:53+02:00",Almenar,25021
"2017-09-26T15:25:53+02:00",Tarragona,43148
"2017-09-26T15:26:01+02:00",Castelldans,25067
"2017-09-26T15:26:01+02:00",Barcelona,08019
"2017-09-26T15:26:02+02:00",Sant Quirze Safaja,08239
"2017-09-26T15:26:03+02:00",Premià de Dalt,08230
"2017-09-26T15:26:04+02:00",Salt,17155
"2017-09-26T15:26:04+02:00",Barcelona,08019
"2017-09-26T15:26:05+02:00",Caldes de Montbui,08033
"2017-09-26T15:26:08+02:00",Sant Adrià de Besòs,08194
"2017-09-26T15:26:09+02:00",Granollers,08096
"2017-09-26T15:26:11+02:00",Premià de Mar,08172
"2017-09-26T15:26:13+02:00",Prat de Llobregat, El,08169
"2017-09-26T15:26:15+02:00",Sant Pol de Mar,08235
"2017-09-26T15:26:16+02:00",Barcelona,08019
"2017-09-26T15:26:17+02:00",Sant Feliu de Pallerols,17161
"2017-09-26T15:26:22+02:00",Barcelona,08019
"2017-09-26T15:26:23+02:00",Tarragona,43148
"2017-09-26T15:26:24+02:00",Premià de Mar,08172
"2017-09-26T15:26:26+02:00",Sant Cugat del Vallès,08205
"2017-09-26T15:26:28+02:00",Cambrils,43038
"2017-09-26T15:26:29+02:00",Sant Cugat del Vallès,08205
"2017-09-26T15:26:34+02:00",Benavent de Segrià,25053
"2017-09-26T15:26:39+02:00",Olesa de Montserrat,08147
"2017-09-26T15:26:41+02:00",Barcelona,08019
"2017-09-26T15:26:41+02:00",Begues,08020
"2017-09-26T15:26:42+02:00",Barcelona,08019
"2017-09-26T15:26:42+02:00",Barcelona,08019
"2017-09-26T15:26:44+02:00",Barcelona,08019
"2017-09-26T15:26:46+02:00",Artesa de Lleida,25033
"2017-09-26T15:26:48+02:00",Tona,08283
"2017-09-26T15:26:49+02:00",Barcelona,08019
"2017-09-26T15:26:55+02:00",Premià de Dalt,08230
"2017-09-26T15:26:56+02:00",Bisbal d'Empordà, La,17022
"2017-09-26T15:26:59+02:00",Barcelona,08019
"2017-09-26T15:26:59+02:00",Artesa de Lleida,25033
"2017-09-26T15:27:02+02:00",Tarragona,43148
"2017-09-26T15:27:05+02:00",Sant Cugat del Vallès,08205
"2017-09-26T15:27:05+02:00",Avellanes i Santa Linya, Les,25037
"2017-09-26T15:27:09+02:00",Cambrils,43038
"2017-09-26T15:27:10+02:00",Manresa,08113
"2017-09-26T15:27:11+02:00",Tarragona,43148
"2017-09-26T15:27:13+02:00",Sant Cugat del Vallès,08205
"2017-09-26T15:27:17+02:00",Barcelona,08019
"2017-09-26T15:27:20+02:00",Sabadell,08187
"2017-09-26T15:27:23+02:00",Barcelona,08019
"2017-09-26T15:27:27+02:00",Vilassar de Dalt,08214
"2017-09-26T15:27:32+02:00",Hospitalet de Llobregat, L',08101
"2017-09-26T15:27:34+02:00",Barcelona,08019
"2017-09-26T15:27:38+02:00",Badalona,08015
"2017-09-26T15:27:38+02:00",Sant Celoni,08202
"2017-09-26T15:27:39+02:00",Premià de Mar,08172
"2017-09-26T15:27:41+02:00",Barcelona,08019
"2017-09-26T15:27:42+02:00",Reus,43123
"2017-09-26T15:27:45+02:00",Barcelona,08019
"2017-09-26T15:27:51+02:00",Barcelona,08019
"2017-09-26T15:27:53+02:00",Sant Cugat del Vallès,08205
"2017-09-26T15:27:57+02:00",Pallejà,08157
"2017-09-26T15:28:08+02:00",Sant Julià de Vilatorta,08220
"2017-09-26T15:28:08+02:00",Barcelona,08019
"2017-09-26T15:28:11+02:00",Figueres,17066
"2017-09-26T15:28:13+02:00",Barcelona,08019
"2017-09-26T15:28:15+02:00",Lleida,25120
"2017-09-26T15:28:15+02:00",Benissanet,43026
"2017-09-26T15:28:18+02:00",Barcelona,08019
"2017-09-26T15:28:19+02:00",Almenar,25021
"2017-09-26T15:28:21+02:00",Granollers,08096
"2017-09-26T15:28:21+02:00",Barcelona,08019
"2017-09-26T15:28:22+02:00",Sabadell,08187
"2017-09-26T15:28:23+02:00",Hostalets de Pierola, Els,08162
"2017-09-26T15:28:24+02:00",Naut Aran,25025
"2017-09-26T15:28:24+02:00",Montornès del Vallès,08136
"2017-09-26T15:28:25+02:00",Vilassar de Mar,08219
"2017-09-26T15:28:31+02:00",Barcelona,08019
"2017-09-26T15:28:31+02:00",Barcelona,08019
"2017-09-26T15:28:36+02:00",Tona,08283
"2017-09-26T15:28:41+02:00",Barcelona,08019
"2017-09-26T15:28:58+02:00",Barcelona,08019
"2017-09-26T15:28:58+02:00",Prat de Llobregat, El,08169
"2017-09-26T15:28:59+02:00",Terrassa,08279
"2017-09-26T15:29:01+02:00",Guissona,25110
"2017-09-26T15:29:04+02:00",Barcelona,08019
"2017-09-26T15:29:07+02:00",Barcelona,08019
"2017-09-26T15:29:07+02:00",Cornudella de Montsant,43049
"2017-09-26T15:29:08+02:00",Vilanova i la Geltrú,08307
"2017-09-26T15:29:08+02:00",Porqueres,17137
"2017-09-26T15:29:09+02:00",Lleida,25120
"2017-09-26T15:29:10+02:00",Manresa,08113
"2017-09-26T15:29:12+02:00",Pineda de Mar,08163
"2017-09-26T15:29:12+02:00",Rosselló,25189
"2017-09-26T15:29:12+02:00",Almenar,25021
"2017-09-26T15:29:12+02:00",Barcelona,08019
"2017-09-26T15:29:13+02:00",Rubí,08184
"2017-09-26T15:29:13+02:00",Sabadell,08187
"2017-09-26T15:29:19+02:00",Campins,08039
"2017-09-26T15:29:19+02:00",Barcelona,08019
"2017-09-26T15:29:20+02:00",Barcelona,08019
"2017-09-26T15:29:22+02:00",Barcelona,08019
"2017-09-26T15:29:25+02:00",Lleida,25120
"2017-09-26T15:29:28+02:00",Sitges,08270
"2017-09-26T15:29:31+02:00",Blanes,17023
"2017-09-26T15:29:31+02:00",Sentiu de Sió, La,25035
"2017-09-26T15:29:33+02:00",Vandellòs i l'Hospitalet de l'Infant,43162
"2017-09-26T15:29:35+02:00",Sant Just Desvern,08221
"2017-09-26T15:29:36+02:00",Calafell,43037
"2017-09-26T15:29:40+02:00",Barcelona,08019
"2017-09-26T15:29:41+02:00",Vic,08298
"2017-09-26T15:29:41+02:00",Barcelona,08019
"2017-09-26T15:29:45+02:00",Sabadell,08187
"2017-09-26T15:29:45+02:00",Valls,43161
"2017-09-26T15:29:48+02:00",Barcelona,08019
"2017-09-26T15:29:48+02:00",Vilanova i la Geltrú,08307
"2017-09-26T15:29:49+02:00",Barcelona,08019
"2017-09-26T15:29:53+02:00",Alella,08003
"2017-09-26T15:29:53+02:00",Bisbal d'Empordà, La,17022
"2017-09-26T15:29:54+02:00",Barcelona,08019
"2017-09-26T15:30:01+02:00",Barberà del Vallès,08252
"2017-09-26T15:30:05+02:00",Balaguer,25040
"2017-09-26T15:30:06+02:00",Sant Cugat del Vallès,08205
"2017-09-26T15:30:08+02:00",Vic,08298
"2017-09-26T15:30:08+02:00",Vilanova i la Geltrú,08307
"2017-09-26T15:30:09+02:00",Fornells de la Selva,17073
"2017-09-26T15:30:09+02:00",Sant Hipòlit de Voltregà,08215
"2017-09-26T15:30:14+02:00",Sant Vicenç de Torelló,08265
"2017-09-26T15:30:16+02:00",Sant Adrià de Besòs,08194
"2017-09-26T15:30:18+02:00",Vic,08298
"2017-09-26T15:30:21+02:00",Terrassa,08279
"2017-09-26T15:30:21+02:00",Vendrell, El,43163
"2017-09-26T15:30:22+02:00",Barcelona,08019
"2017-09-26T15:30:25+02:00",Sabadell,08187
"2017-09-26T15:30:26+02:00",Lleida,25120
"2017-09-26T15:30:27+02:00",Barcelona,08019
"2017-09-26T15:30:29+02:00",Blanes,17023
"2017-09-26T15:30:30+02:00",Barcelona,08019
"2017-09-26T15:30:31+02:00",Tarragona,43148
"2017-09-26T15:30:32+02:00",Vilanova i la Geltrú,08307
"2017-09-26T15:30:34+02:00",Balaguer,25040
"2017-09-26T15:30:34+02:00",Barcelona,08019
"2017-09-26T15:30:35+02:00",Lleida,25120
"2017-09-26T15:30:36+02:00",Sant Cugat del Vallès,08205
"2017-09-26T15:30:39+02:00",Terrassa,08279
"2017-09-26T15:30:40+02:00",Esplugues de Llobregat,08077
"2017-09-26T15:30:40+02:00",Santa Coloma de Gramenet,08245
"2017-09-26T15:30:49+02:00",Tarragona,43148
"2017-09-26T15:30:51+02:00",Barcelona,08019
"2017-09-26T15:30:53+02:00",Almenar,25021
"2017-09-26T15:30:56+02:00",Premià de Mar,08172
"2017-09-26T15:30:57+02:00",Barcelona,08019
"2017-09-26T15:30:57+02:00",Manlleu,08112
"2017-09-26T15:30:58+02:00",Forallac,17902
"2017-09-26T15:30:58+02:00",Barcelona,08019
"2017-09-26T15:31:00+02:00",Mataró,08121
"2017-09-26T15:31:00+02:00",Lleida,25120
"2017-09-26T15:31:05+02:00",Castellar del Vallès,08051
"2017-09-26T15:31:10+02:00",Rubí,08184
"2017-09-26T15:31:21+02:00",Santa Perpètua de Mogoda,08260
"2017-09-26T15:31:21+02:00",Sant Cugat del Vallès,08205
"2017-09-26T15:31:21+02:00",Barcelona,08019
"2017-09-26T15:31:21+02:00",Palamós,17118
"2017-09-26T15:31:22+02:00",Barcelona,08019
"2017-09-26T15:31:22+02:00",Roca del Vallès, La,08181
"2017-09-26T15:31:23+02:00",Sabadell,08187
"2017-09-26T15:31:25+02:00",Barcelona,08019
"2017-09-26T15:31:27+02:00",Santa Maria de Corcó,08254
"2017-09-26T15:31:29+02:00",Sant Carles de la Ràpita,43136
"2017-09-26T15:31:34+02:00",Palafrugell,17117
"2017-09-26T15:31:35+02:00",Sant Cugat del Vallès,08205
"2017-09-26T15:31:41+02:00",Barcelona,08019
"2017-09-26T15:31:42+02:00",Rubí,08184
"2017-09-26T15:31:42+02:00",Tona,08283
"2017-09-26T15:31:43+02:00",Sabadell,08187
"2017-09-26T15:31:50+02:00",Figueres,17066
"2017-09-26T15:31:53+02:00",Barcelona,08019
"2017-09-26T15:31:53+02:00",Lleida,25120
"2017-09-26T15:31:54+02:00",Reus,43123
"2017-09-26T15:31:55+02:00",Vic,08298
"2017-09-26T15:31:56+02:00",Lleida,25120
"2017-09-26T15:31:57+02:00",Castellví de Rosanes,08066
"2017-09-26T15:31:59+02:00",Esplugues de Llobregat,08077
"2017-09-26T15:31:59+02:00",Masnou, El,08118
"2017-09-26T15:31:59+02:00",Salt,17155
"2017-09-26T15:32:08+02:00",Girona,17079
"2017-09-26T15:32:09+02:00",Muntanyola,08129
"2017-09-26T15:32:12+02:00",Tarragona,43148
"2017-09-26T15:32:14+02:00",Barcelona,08019
"2017-09-26T15:32:15+02:00",Artesa de Lleida,25033
"2017-09-26T15:32:16+02:00",Barcelona,08019
"2017-09-26T15:32:16+02:00",Barcelona,08019
"2017-09-26T15:32:22+02:00",Vilanova i la Geltrú,08307
"2017-09-26T15:32:23+02:00",Castellnou de Bages,08062
"2017-09-26T15:32:23+02:00",Llambilles,17090
"2017-09-26T15:32:25+02:00",Barcelona,08019
"2017-09-26T15:32:26+02:00",Martorelles,08115
"2017-09-26T15:32:29+02:00",Pallejà,08157
"2017-09-26T15:32:29+02:00",Capellades,08044
"2017-09-26T15:32:29+02:00",Almenar,25021
"2017-09-26T15:32:30+02:00",Lleida,25120
"2017-09-26T15:32:33+02:00",Lleida,25120
"2017-09-26T15:32:35+02:00",Lleida,25120
"2017-09-26T15:32:35+02:00",Guils de Cerdanya,17082
"2017-09-26T15:32:37+02:00",Rubí,08184
"2017-09-26T15:32:39+02:00",Hospitalet de Llobregat, L',08101
"2017-09-26T15:32:40+02:00",Premià de Mar,08172
"2017-09-26T15:32:42+02:00",Vilanova i la Geltrú,08307
"2017-09-26T15:32:43+02:00",Barcelona,08019
"2017-09-26T15:32:44+02:00",Granollers,08096
"2017-09-26T15:32:50+02:00",Papiol, El,08158
"2017-09-26T15:32:51+02:00",Cornellà de Llobregat,08073
"2017-09-26T15:32:55+02:00",Barcelona,08019
"2017-09-26T15:32:56+02:00",Almenar,25021
